Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
65544370,07/12/2025 11:14:56 PM,07/12/2025 11:31:25 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11208,76 HIGHLAND PLACE,HIGHLAND PLACE,ETNA STREET,RIDGEWOOD AVENUE,ETNA STREET,RIDGEWOOD AVENUE,ADDRESS,BROOKLYN,HIGHLAND PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/12/2025 11:31:28 PM,05 BROOKLYN,3039120058,BROOKLYN,1017044,188385,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68368932546888,-73.88175890521516,"(40.68368932546888, -73.88175890521516)"
65544042,07/12/2025 11:14:54 PM,07/13/2025 12:12:58 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11372,37-65 93 STREET,93 STREET,ELMHURST AVENUE,ROOSEVELT AVENUE,ELMHURST AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,93 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 12:13:02 AM,03 QUEENS,4014810052,QUEENS,1019210,212348,ONLINE,Unspecified,QUEENS,,,,,,,,40.74945365672029,-73.87382479787311,"(40.74945365672029, -73.87382479787311)"
65539526,07/12/2025 11:14:53 PM,07/13/2025 12:52:01 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10460,975 EAST  181 STREET,EAST  181 STREET,VYSE AVENUE,BRYANT AVENUE,VYSE AVENUE,BRYANT AVENUE,ADDRESS,BRONX,EAST  181 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 12:52:05 AM,06 BRONX,2031340035,BRONX,1017597,246988,PHONE,Unspecified,BRONX,Car,,,,,,,40.84453717246229,-73.87947430159765,"(40.84453717246229, -73.87947430159765)"
65539372,07/12/2025 11:14:52 PM,07/13/2025 01:10:14 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,BROOK AVENUE,BROOK AVENUE,BROOK AVENUE,EAST  171 STREET,BROOK AVENUE,EAST  171 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2025 01:10:18 AM,03 BRONX,,BRONX,1010474,244694,ONLINE,Unspecified,BRONX,,,,,,,,40.83826484237323,-73.90522783028261,"(40.83826484237323, -73.90522783028261)"
65536515,07/12/2025 11:14:49 PM,07/13/2025 12:16:39 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11205,MYRTLE AVENUE,MYRTLE AVENUE,MYRTLE AVENUE,ST EDWARDS STREET,MYRTLE AVENUE,ST EDWARDS STREET,INTERSECTION,,,,Closed,,The Police Department issued a summons in response to the complaint.,07/13/2025 12:16:42 AM,02 BROOKLYN,,BROOKLYN,990399,191915,PHONE,Unspecified,BROOKLYN,,,,,,,,40.693436978784476,-73.97782610922518,"(40.693436978784476, -73.97782610922518)"
65535809,07/12/2025 11:14:45 PM,07/13/2025 01:23:06 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11224,2832 WEST   23 STREET,WEST   23 STREET,NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,ADDRESS,BROOKLYN,WEST   23 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2025 01:23:09 AM,13 BROOKLYN,3070150015,BROOKLYN,986923,149719,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.577619686746154,-73.99037761720334,"(40.577619686746154, -73.99037761720334)"
65540603,07/12/2025 11:14:43 PM,07/12/2025 11:26:45 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,1387 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  179 STREET,WEST  180 STREET,WEST  179 STREET,WEST  180 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,07/12/2025 11:26:48 PM,12 MANHATTAN,1021620039,MANHATTAN,1002367,248329,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.848262203441486,-73.93451627214715,"(40.848262203441486, -73.93451627214715)"
65542916,07/12/2025 11:14:31 PM,07/13/2025 12:26:40 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10312,17 ALEXANDER AVENUE,ALEXANDER AVENUE,WOODROW ROAD,IBSEN AVENUE,WOODROW ROAD,IBSEN AVENUE,ADDRESS,STATEN ISLAND,ALEXANDER AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 12:26:42 AM,03 STATEN ISLAND,5056800336,STATEN ISLAND,934267,142538,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.557768779555545,-74.17987766344301,"(40.557768779555545, -74.17987766344301)"
65544226,07/12/2025 11:14:29 PM,07/13/2025 12:29:23 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10154,345 PARK AVENUE,PARK AVENUE,EAST   51 STREET,EAST   52 STREET,EAST   51 STREET,EAST   52 STREET,ADDRESS,NEW YORK,PARK AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2025 12:29:27 AM,05 MANHATTAN,1013060001,MANHATTAN,991662,215500,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.75817109769819,-73.97324563258901,"(40.75817109769819, -73.97324563258901)"
65541864,07/12/2025 11:14:25 PM,07/12/2025 11:28:33 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,150 WEST BURNSIDE AVENUE,WEST BURNSIDE AVENUE,LORING PLACE SOUTH,HENNESSY PLACE,LORING PLACE SOUTH,HENNESSY PLACE,ADDRESS,BRONX,WEST BURNSIDE AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,07/12/2025 11:28:36 PM,05 BRONX,2028790192,BRONX,1007822,250413,MOBILE,Unspecified,BRONX,,,,,,,,40.85396928531816,-73.91479190927281,"(40.85396928531816, -73.91479190927281)"
65540891,07/12/2025 11:14:24 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11103,45-02 30 ROAD,30 ROAD,45 STREET,46 STREET,45 STREET,46 STREET,ADDRESS,ASTORIA,30 ROAD,,In Progress,,,,01 QUEENS,4007140052,QUEENS,1008797,216650,ONLINE,Unspecified,QUEENS,,,,,,,,40.76129658312256,-73.91139093683525,"(40.76129658312256, -73.91139093683525)"
65535291,07/12/2025 11:14:21 PM,07/13/2025 12:50:35 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11201,112 CADMAN PLAZA EAST,CADMAN PLAZA EAST,BROOKLYN BRIDGE EN RAMP SANDS ST,RED CROSS PLACE,BROOKLYN BRIDGE EN RAMP SANDS ST,RED CROSS PLACE,ADDRESS,BROOKLYN,CADMAN PLAZA EAST,,Closed,,The Police Department issued a summons in response to the complaint.,07/13/2025 12:50:44 AM,02 BROOKLYN,,BROOKLYN,987086,194393,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.700240194197,-73.98977206522254,"(40.700240194197, -73.98977206522254)"
65536892,07/12/2025 11:14:18 PM,07/12/2025 11:40:53 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,275 SCHAEFER STREET,SCHAEFER STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,SCHAEFER STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/12/2025 11:40:56 PM,04 BROOKLYN,3034250050,BROOKLYN,1010485,191464,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.692162339664186,-73.90539583503543,"(40.692162339664186, -73.90539583503543)"
65537254,07/12/2025 11:14:09 PM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,106 ELLIOT PLACE,ELLIOT PLACE,WALTON AVENUE,GRAND CONCOURSE,WALTON AVENUE,GRAND CONCOURSE,ADDRESS,BRONX,ELLIOT PLACE,,In Progress,,,,04 BRONX,2028410045,BRONX,1007524,244861,MOBILE,Unspecified,BRONX,,,,,,,,40.8387314760312,-73.91588839010412,"(40.8387314760312, -73.91588839010412)"
65541537,07/12/2025 11:14:00 PM,07/13/2025 12:00:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10310,,,,,DAVIS AVENUE,CASTLETON AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Closed,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",07/13/2025 12:00:00 AM,01 STATEN ISLAND,,STATEN ISLAND,954016,170541,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.63472062506425,-74.10893083626978,"(40.63472062506425, -74.10893083626978)"
65544006,07/12/2025 11:14:00 PM,,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11372,,,,,ROOSEVELT AVENUE,91 STREET,INTERSECTION,QUEENS,,N/A,Open,,,,03 QUEENS,,QUEENS,1018731,212005,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74851408985059,-73.87555532770014,"(40.74851408985059, -73.87555532770014)"
65538069,07/12/2025 11:13:58 PM,07/13/2025 12:12:50 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11216,270 HALSEY STREET,HALSEY STREET,TOMPKINS AVENUE,THROOP AVENUE,TOMPKINS AVENUE,THROOP AVENUE,ADDRESS,BROOKLYN,HALSEY STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2025 12:12:53 AM,03 BROOKLYN,3018460015,BROOKLYN,1000093,187971,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6825995617433,-73.94287788572889,"(40.6825995617433, -73.94287788572889)"
65536852,07/12/2025 11:13:54 PM,07/13/2025 12:14:21 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,265 WEST  114 STREET,WEST  114 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  114 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 12:14:23 AM,10 MANHATTAN,1018300011,MANHATTAN,996586,231745,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.80275381673463,-73.95544212929333,"(40.80275381673463, -73.95544212929333)"
65539076,07/12/2025 11:13:48 PM,07/13/2025 02:41:58 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11230,759 ARGYLE ROAD,ARGYLE ROAD,GLENWOOD ROAD,AVENUE H,GLENWOOD ROAD,AVENUE H,ADDRESS,BROOKLYN,ARGYLE ROAD,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,07/13/2025 02:42:03 AM,14 BROOKLYN,3066880063,BROOKLYN,994151,169081,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.630759299452095,-73.96432956459674,"(40.630759299452095, -73.96432956459674)"
65537864,07/12/2025 11:13:38 PM,07/12/2025 11:26:05 PM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,11249,128 METROPOLITAN AVENUE,METROPOLITAN AVENUE,WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,ADDRESS,BROOKLYN,METROPOLITAN AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/12/2025 11:26:10 PM,01 BROOKLYN,3023640113,BROOKLYN,994612,200253,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71631889384281,-73.96262079344841,"(40.71631889384281, -73.96262079344841)"
65544183,07/12/2025 11:13:34 PM,07/13/2025 01:05:49 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,104-17 34 AVENUE,34 AVENUE,104 STREET,105 STREET,104 STREET,105 STREET,ADDRESS,CORONA,34 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 01:05:53 AM,03 QUEENS,4017190035,QUEENS,1021911,214717,ONLINE,Unspecified,QUEENS,,,,,,,,40.75594486260613,-73.86406328324061,"(40.75594486260613, -73.86406328324061)"
65537338,07/12/2025 11:13:28 PM,,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Sewage Odor,3+ Family Apt. Building,11221,75 RALPH AVENUE,RALPH AVENUE,MADISON STREET,PUTNAM AVENUE,MADISON STREET,PUTNAM AVENUE,ADDRESS,BROOKLYN,RALPH AVENUE,,In Progress,,,,03 BROOKLYN,3014830003,BROOKLYN,1005426,189807,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.687627808360894,-73.92364393267817,"(40.687627808360894, -73.92364393267817)"
65544125,07/12/2025 11:13:24 PM,07/12/2025 11:25:25 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,174 RIVINGTON STREET,RIVINGTON STREET,CLINTON STREET,ATTORNEY STREET,CLINTON STREET,ATTORNEY STREET,ADDRESS,NEW YORK,RIVINGTON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/12/2025 11:25:30 PM,03 MANHATTAN,1003440169,MANHATTAN,988541,201200,PHONE,Unspecified,MANHATTAN,,,,,,,,40.718923209076685,-73.9845203205241,"(40.718923209076685, -73.9845203205241)"
65542903,07/12/2025 11:13:23 PM,07/13/2025 12:01:06 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11692,62-46 HILLMEYER ROAD,HILLMEYER ROAD,DEAD END,BEACH   63 STREET,DEAD END,BEACH   63 STREET,ADDRESS,ARVERNE,HILLMEYER ROAD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 12:01:10 AM,14 QUEENS,4160050097,QUEENS,1042063,157207,MOBILE,Unspecified,QUEENS,,,,,,,,40.597984592719726,-73.79181855237437,"(40.597984592719726, -73.79181855237437)"
65540662,07/12/2025 11:13:22 PM,07/12/2025 11:13:37 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,150 WEST BURNSIDE AVENUE,WEST BURNSIDE AVENUE,LORING PLACE SOUTH,HENNESSY PLACE,LORING PLACE SOUTH,HENNESSY PLACE,ADDRESS,BRONX,WEST BURNSIDE AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,07/12/2025 11:13:42 PM,05 BRONX,2028790192,BRONX,1007822,250413,MOBILE,Unspecified,BRONX,,,,,,,,40.85396928531816,-73.91479190927281,"(40.85396928531816, -73.91479190927281)"
65543037,07/12/2025 11:13:21 PM,07/12/2025 11:35:37 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11249,460 KENT AVENUE,KENT AVENUE,SOUTH   10 STREET,SOUTH   11 STREET,SOUTH   10 STREET,SOUTH   11 STREET,ADDRESS,BROOKLYN,KENT AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/12/2025 11:35:42 PM,01 BROOKLYN,3021340036,BROOKLYN,992996,197355,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.70836631945279,-73.96845401122914,"(40.70836631945279, -73.96845401122914)"
65539053,07/12/2025 11:13:18 PM,07/12/2025 11:17:11 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10002,229 CHRYSTIE STREET,CHRYSTIE STREET,STANTON STREET,2 AVENUE,STANTON STREET,2 AVENUE,ADDRESS,NEW YORK,CHRYSTIE STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/12/2025 11:17:15 PM,03 MANHATTAN,1004277504,MANHATTAN,986676,202759,PHONE,Unspecified,MANHATTAN,,,,,,,,40.723202995922456,-73.99124770125584,"(40.723202995922456, -73.99124770125584)"
65544625,07/12/2025 11:13:07 PM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11419,104-59 126 STREET,126 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,126 STREET,,In Progress,,,,10 QUEENS,4095800064,QUEENS,1034626,189988,MOBILE,Unspecified,QUEENS,,,,,,,,40.68800658155627,-73.81835392108839,"(40.68800658155627, -73.81835392108839)"
65541575,07/12/2025 11:13:06 PM,07/13/2025 12:17:21 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10009,116 AVENUE C,AVENUE C,EAST    7 STREET,EAST    8 STREET,EAST    7 STREET,EAST    8 STREET,ADDRESS,NEW YORK,AVENUE C,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 12:17:24 AM,03 MANHATTAN,1003770002,MANHATTAN,990179,203199,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.724409035026966,-73.97860951410591,"(40.724409035026966, -73.97860951410591)"
65543499,07/12/2025 11:13:03 PM,,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Street/Sidewalk,10019,851 8 AVENUE,8 AVENUE,WEST 51 STREET,WEST 52 STREET,WEST   51 STREET,WEST   52 STREET,ADDRESS,NEW YORK,8 AVENUE,,Assigned,,The Department of Homeless Services has sent a mobile outreach response team to the location.,07/12/2025 11:43:10 PM,04 MANHATTAN,1010427501,MANHATTAN,988251,217280,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76305894249334,-73.98555692411801,"(40.76305894249334, -73.98555692411801)"
65541814,07/12/2025 11:12:55 PM,07/13/2025 12:15:51 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,EAST  171 STREET,EAST  171 STREET,EAST  171 STREET,PARK AVENUE,EAST  171 STREET,PARK AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2025 12:15:56 AM,03 BRONX,,BRONX,1010673,244604,ONLINE,Unspecified,BRONX,,,,,,,,40.838017225467276,-73.90450900978354,"(40.838017225467276, -73.90450900978354)"
65536903,07/12/2025 11:12:55 PM,07/12/2025 11:42:26 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,1342 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  177 STREET,WEST  178 STREET,WEST  177 STREET,WEST  178 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,07/12/2025 11:42:29 PM,12 MANHATTAN,1021330060,MANHATTAN,1002093,247820,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.846865706776526,-73.93550799673994,"(40.846865706776526, -73.93550799673994)"
65544126,07/12/2025 11:12:48 PM,07/12/2025 11:59:08 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10454,105 WILLIS AVENUE,WILLIS AVENUE,EAST  132 STREET,BRUCKNER BOULEVARD,EAST  132 STREET,BRUCKNER BOULEVARD,ADDRESS,BRONX,WILLIS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/12/2025 11:59:12 PM,01 BRONX,2022957501,BRONX,1004928,232856,MOBILE,Unspecified,BRONX,,,,,,,,40.80578762054628,-73.92530725375082,"(40.80578762054628, -73.92530725375082)"
65542052,07/12/2025 11:12:41 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11385,1874 HART STREET,HART STREET,ONDERDONK AVENUE,WOODWARD AVENUE,ONDERDONK AVENUE,WOODWARD AVENUE,ADDRESS,RIDGEWOOD,HART STREET,,In Progress,,,,05 QUEENS,4033990026,QUEENS,1007789,197782,MOBILE,Unspecified,QUEENS,,,,,,,,40.70951134442914,-73.91509559966913,"(40.70951134442914, -73.91509559966913)"
65538954,07/12/2025 11:12:40 PM,07/13/2025 12:17:03 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11377,34-38 60 STREET,60 STREET,BROADWAY,37 AVENUE,BROADWAY,37 AVENUE,ADDRESS,WOODSIDE,60 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,07/13/2025 12:17:07 AM,02 QUEENS,4011980040,QUEENS,1011368,212796,MOBILE,Unspecified,QUEENS,,,,,,,,40.75071082928067,-73.90212576567367,"(40.75071082928067, -73.90212576567367)"
65540508,07/12/2025 11:12:40 PM,07/13/2025 12:14:35 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10306,50 ROBERTS DRIVE,ROBERTS DRIVE,MILL ROAD,MANILA AVENUE,MILL ROAD,MANILA AVENUE,ADDRESS,STATEN ISLAND,ROBERTS DRIVE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 12:14:38 AM,03 STATEN ISLAND,5041300430,STATEN ISLAND,953203,143113,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.559433555587695,-74.11173396088405,"(40.559433555587695, -74.11173396088405)"
65539300,07/12/2025 11:12:38 PM,07/13/2025 12:18:13 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,1061 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  163 STREET,WEST  164 STREET,WEST  163 STREET,WEST  164 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2025 12:18:17 AM,12 MANHATTAN,1021220120,MANHATTAN,1000836,244346,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.83733304448514,-73.94005990668036,"(40.83733304448514, -73.94005990668036)"
65544031,07/12/2025 11:12:32 PM,07/12/2025 11:50:29 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10305,200 MC CLEAN AVENUE,MC CLEAN AVENUE,WALLACE AVENUE,MILLS AVENUE,WALLACE AVENUE,MILLS AVENUE,ADDRESS,STATEN ISLAND,MC CLEAN AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/12/2025 11:50:31 PM,02 STATEN ISLAND,5031120015,STATEN ISLAND,965134,156878,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.59724950215201,-74.06883485383008,"(40.59724950215201, -74.06883485383008)"
65539239,07/12/2025 11:12:30 PM,07/13/2025 12:39:08 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10312,17 ALEXANDER AVENUE,ALEXANDER AVENUE,WOODROW ROAD,IBSEN AVENUE,WOODROW ROAD,IBSEN AVENUE,ADDRESS,STATEN ISLAND,ALEXANDER AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 12:39:12 AM,03 STATEN ISLAND,5056800336,STATEN ISLAND,934267,142538,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.557768779555545,-74.17987766344301,"(40.557768779555545, -74.17987766344301)"
65541500,07/12/2025 11:12:28 PM,07/13/2025 12:09:56 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11216,345 CLIFTON PLACE,CLIFTON PLACE,NOSTRAND AVENUE,MARCY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,CLIFTON PLACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2025 12:09:58 AM,03 BROOKLYN,3017890070,BROOKLYN,998217,190424,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.689335643334026,-73.94963673822524,"(40.689335643334026, -73.94963673822524)"
65543397,07/12/2025 11:12:28 PM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,106 ELLIOT PLACE,ELLIOT PLACE,WALTON AVENUE,GRAND CONCOURSE,WALTON AVENUE,GRAND CONCOURSE,ADDRESS,BRONX,ELLIOT PLACE,,In Progress,,,,04 BRONX,2028410045,BRONX,1007524,244861,MOBILE,Unspecified,BRONX,,,,,,,,40.8387314760312,-73.91588839010412,"(40.8387314760312, -73.91588839010412)"
65536790,07/12/2025 11:12:21 PM,07/13/2025 01:22:57 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11369,87-17 30 AVENUE,30 AVENUE,87 STREET,88 STREET,87 STREET,88 STREET,ADDRESS,EAST ELMHURST,30 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2025 01:23:00 AM,03 QUEENS,4013610036,QUEENS,1017077,216821,MOBILE,Unspecified,QUEENS,,,,,,,,40.76173906755421,-73.88150122492956,"(40.76173906755421, -73.88150122492956)"
65540420,07/12/2025 11:12:20 PM,07/13/2025 01:45:59 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,111 EAST   21 STREET,EAST   21 STREET,CATON AVENUE,CHURCH AVENUE,CATON AVENUE,CHURCH AVENUE,ADDRESS,BROOKLYN,EAST   21 STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,07/13/2025 01:46:03 AM,14 BROOKLYN,3050820084,BROOKLYN,995284,176683,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65162381847338,-73.96023526159061,"(40.65162381847338, -73.96023526159061)"
65535241,07/12/2025 11:12:16 PM,07/13/2025 12:01:42 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10472,1329 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,EAST  172 STREET,EAST  174 STREET,EAST  172 STREET,EAST  174 STREET,ADDRESS,BRONX,COMMONWEALTH AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 12:01:45 AM,09 BRONX,2038740063,BRONX,1020596,242945,ONLINE,Unspecified,BRONX,,,,,,,,40.83342849023004,-73.86865697421297,"(40.83342849023004, -73.86865697421297)"
65538170,07/12/2025 11:12:13 PM,07/12/2025 11:13:36 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,150 WEST BURNSIDE AVENUE,WEST BURNSIDE AVENUE,LORING PLACE SOUTH,HENNESSY PLACE,LORING PLACE SOUTH,HENNESSY PLACE,ADDRESS,BRONX,WEST BURNSIDE AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,07/12/2025 11:13:40 PM,05 BRONX,2028790192,BRONX,1007822,250413,MOBILE,Unspecified,BRONX,,,,,,,,40.85396928531816,-73.91479190927281,"(40.85396928531816, -73.91479190927281)"
